height,weight,dash40,vert_jump,bench_reps,broad_jump,cone_time,shuttle_time
77,314,5.18,27,29,96,,4.7
70,211,4.56,34,19,121,,
71,193,4.62,,12,113,,
74,230,4.58,31,17,114,,
76,291,5.21,30,25,107,7.4,4.68
78,311,5.25,29.5,33,114,7.52,4.84
73,240,4.55,40,24,134,7.06,4.11
73,239,4.62,40,34,123,6.99,4.38
78,307,5.42,29,29,105,7.67,4.8
72,212,4.59,33.5,15,113,,
74,209,4.49,33.5,18,115,6.69,4.03
73,197,4.52,38,19,118,6.79,4.24
74,327,5.19,32,27,96,7.88,4.87
72,206,4.59,36,14,117,6.73,
71,233,4.52,,,,,
70,188,4.4,33,11,118,7,4.19
73,221,4.53,33.5,8,116,6.9,4.31
76,210,4.5,36.5,15,125,6.81,4.11
77,315,4.81,34.5,23,113,7.64,4.63
75,290,4.83,33,32,116,,4.77
74,286,4.97,29.5,23,,,
72,239,4.87,36.5,27,123,,4.53
70,194,4.43,,25,,,
76,250,4.7,36.5,23,115,7.32,4.62
73,205,4.65,,13,,,
73,223,4.64,34,13,118,6.88,4.17
76,309,5.15,37,,109,7.45,4.67
78,270,4.92,,20,,,
73,254,4.65,38,24,114,6.95,4.29
77,292,5.02,,19,,,
71,206,4.44,37.5,14,119,6.95,4.36
80,316,5.2,29.5,29,104,7.73,4.87
77,251,4.88,38,25,118,7.24,4.56
74,262,4.67,33.5,23,112,6.69,4.32
74,190,4.56,,,,,
76,244,5,,11,,,
73,297,5.3,24,23,91,7.72,4.71
75,273,4.78,,,,,
73,197,4.5,35.5,18,129,6.76,4.01
68,199,4.59,,23,,,
73,228,4.56,41.5,24,120,6.79,4.06
72,206,4.38,38,15,128,6.97,4.08
77,300,5.31,29,25,103,7.6,4.63
71,229,4.77,30,22,104,7.09,4.37
74,309,4.84,30.5,38,112,7.33,4.4
74,254,4.81,31,18,116,7.49,4.28
72,193,4.92,,,,,
75,285,4.71,36.5,27,117,7.43,4.56
78,276,4.92,28,26,114,7.07,4.37
76,228,4.49,42,20,129,7.07,4.34
76,283,4.75,31.5,,111,7.54,4.51
77,325,5.31,29,29,103,8.27,4.75
73,302,4.93,26.5,34,92,7.62,4.62
74,262,5.14,28.5,22,106,7.19,4.46
73,245,4.84,32.5,23,109,6.98,4
70,211,4.58,33.5,23,120,7,4.12
75,209,4.5,31.5,13,118,6.86,4.31
69,184,4.7,35.5,18,119,6.85,4.2
77,308,5.28,31,28,102,7.66,4.64
75,309,5.4,,28,,7.57,4.75
73,208,4.78,,8,,,
75,280,4.92,,22,,,
71,242,4.53,29,28,113,6.97,4.39
78,323,5.21,26,25,100,7.84,4.81
69,193,4.54,33.5,15,120,7.23,
71,187,4.68,33.5,12,121,6.64,4.25
73,204,4.52,35.5,24,116,6.85,4.25
78,233,4.59,29,20,117,6.93,4.33
72,185,4.51,39.5,10,128,6.59,4
71,190,4.49,36.5,,120,6.5,4
69,186,4.71,32.5,14,112,,
73,221,4.5,34.5,19,117,7.04,4.31
72,190,4.5,32,18,118,6.93,4.07
72,182,4.65,30.5,,120,7.09,4.37
77,254,4.53,37.5,23,119,6.82,4.03
77,218,4.83,31,,114,6.87,4.16
77,358,5.26,30.5,33,105,8.07,4.97
79,314,5.18,31.5,29,109,,
70,192,4.41,31,13,116,6.69,4.06
76,321,5.22,,23,,,
73,208,4.57,34.5,23,121,7.05,4.06
69,222,4.54,37,27,120,6.92,4.07
73,248,4.58,36,27,114,6.88,4.34
73,241,4.57,,25,,,
73,300,5.04,27.5,26,101,7.51,4.78
79,311,5.21,29.5,28,105,7.25,4.4
74,247,4.87,35.5,23,116,7.13,4.4
72,191,4.38,34.5,,126,,
77,264,4.63,28,22,117,7.07,4.39
77,312,5.36,,,,,
72,230,4.83,29,,111,,
75,245,4.69,33.5,18,118,7.07,4.15
75,281,4.78,33,,113,7.3,4.13
70,191,4.46,33.5,16,115,7.08,4.34
75,233,5.12,,,,6.84,4.28
74,197,4.52,35.5,18,127,7.01,4.19
70,205,4.6,,18,114,6.66,4.03
70,178,4.53,36,,120,6.91,4.09
72,199,4.36,38.5,,123,6.88,4.08
74,215,4.83,29.5,,106,6.93,4.27
72,260,5.03,25,,106,7.81,4.68
75,319,4.93,27,24,,7.83,4.62
79,313,5.5,24,,91,7.98,5.07
72,193,4.54,,14,,,
73,242,4.73,37.5,24,123,,
67,179,4.43,,24,,,
75,225,4.81,33,,116,7.08,4.32
74,281,4.87,31,,107,7.22,4.37
76,334,5.45,27.5,21,90,7.74,4.9
74,193,4.9,,,,,
74,201,4.62,,14,,,
73,198,4.4,,19,,,
71,213,4.73,34,21,118,7.15,4.2
73,176,4.28,33.5,5,121,6.97,4.09
77,346,5.19,,26,,,
76,255,4.88,31.5,26,106,7.25,4.32
76,240,5.12,25.5,,102,7.13,4.46
72,227,4.56,35,26,111,6.96,4.46
76,291,4.84,31,,113,7.14,4.56
70,231,4.37,37.5,21,115,6.99,4.21
71,197,4.78,,,,,
72,189,4.69,,,,,
73,245,4.75,31,22,110,7.14,4.45
77,316,5.11,28.5,26,,,
73,308,5.28,24,30,101,7.54,4.54
76,306,5.18,28.5,26,108,7.29,4.43
76,234,4.61,33.5,,120,6.84,4.26
76,252,4.85,30.5,27,112,7.15,4.4
72,192,4.31,40,16,131,,
78,330,5.41,,30,,,
70,195,4.45,38.5,26,119,6.81,4.12
71,208,4.5,31,13,110,,
75,244,5,31,18,105,7.19,4.51
78,325,5.54,26.5,25,99,8.25,5
75,286,5.09,28.5,29,114,7.49,4.49
75,249,4.54,42.5,23,130,6.9,4.4
72,225,4.45,34,20,114,6.91,4.15
76,211,4.48,34.5,18,126,6.91,4.21
76,216,4.53,33.5,15,118,7.05,4.25
76,305,4.96,29,28,,7.6,4.43
73,209,4.62,34.5,18,121,6.73,4.19
78,326,5.38,29,33,96,7.9,4.7
73,193,4.59,32,4,112,7.16,4.18
73,209,4.4,36,14,117,6.94,4.21
76,249,4.78,,18,,,
71,233,4.53,36.5,24,120,7.16,4.39
70,203,4.53,34,10,111,6.77,4.21
69,191,4.46,35.5,13,113,6.77,4.12
72,227,4.64,,,,,
71,219,4.4,36.5,11,119,6.67,4.01
73,177,4.87,,,,,
75,308,5.68,24,20,90,7.98,4.68
75,219,4.85,,,,,
76,244,4.91,32.5,29,112,7.32,4.46
77,294,4.95,30,,,,
73,202,4.64,31,,123,,4.19
73,219,4.59,31,19,,6.9,4.21
79,319,5.44,32,24,104,7.77,4.78
70,192,4.43,,19,,,
74,235,4.62,36,18,121,7.09,4.57
76,210,4.51,35,11,130,6.69,4.31
73,240,4.66,35.5,32,111,7.21,4.34
72,200,4.44,33.5,14,109,6.65,4.12
77,248,4.46,37,22,117,6.9,4.21
75,270,4.62,36.5,30,125,6.95,4.37
74,299,5.27,25.5,27,95,8.03,4.96
76,302,5.31,29.5,22,95,8.29,4.97
67,199,4.46,35,24,122,6.74,4.21
72,239,4.77,31.5,20,116,,
79,316,5.28,28,,101,7.73,4.77
75,318,5.39,,18,,,
72,257,5.06,30.5,24,111,,
76,317,5.2,,,,,
69,215,4.62,31.5,21,118,7.13,4.62
73,240,4.74,,,,,
77,299,5.27,28,25,98,7.55,4.65
72,198,4.62,30,14,113,6.95,4.14
70,174,5.06,,,,,
75,215,4.61,37.5,14,113,7.45,4.43
76,310,5.03,26.5,17,98,7.42,4.83
69,185,4.46,37.5,11,124,7.07,4.25
71,199,4.46,,16,,,
77,251,4.75,29,,119,7.28,4.31
70,212,4.51,,23,,,
77,361,5.4,25.5,25,96,,5.03
72,194,4.33,,13,,,
75,220,4.34,38.5,17,135,6.66,4.25
72,242,4.75,31.5,21,117,7.27,4.27
76,287,4.74,31,25,117,7.07,4.37
73,243,4.8,,,,,
77,233,4.53,32.5,,115,6.85,4.18
75,280,4.89,30.5,,110,7.22,4.14
75,243,4.65,34.5,25,122,6.94,4.15
71,219,4.74,32.5,24,110,6.55,3.9
69,189,4.56,34.5,16,120,,
76,267,4.67,33.5,31,122,7.18,4.39
75,308,5.28,32.5,23,105,7.59,4.68
77,317,5.03,30,23,114,7.6,4.77
75,275,4.85,,22,,,
80,315,5.34,,,,,
72,210,4.42,36.5,18,122,6.82,4.13
71,210,4.49,31,21,116,6.9,4.09
73,242,4.87,30,27,113,7.45,4.4
72,227,4.56,38,21,122,6.82,4.4
75,292,4.86,29.5,,104,7.29,4.62
67,193,4.56,34.5,17,112,6.9,4.18
74,304,5.36,26.5,24,89,7.67,4.62
74,231,4.51,40.5,27,129,6.8,4.21
74,298,4.97,27.5,27,102,7.48,4.68
73,246,4.8,32,22,109,7.17,4.46
68,188,4.37,37.5,16,118,6.98,4.15
74,231,4.51,35,,120,6.77,4.12
74,211,4.34,35.5,,127,7.15,4.19
76,315,5.18,26.5,27,97,7.84,4.84
74,241,4.68,38,,121,6.89,4.09
73,190,4.56,33.5,,115,6.42,3.94
79,253,5.37,24,,103,,
72,248,4.87,28.5,22,102,7.1,4.56
72,197,4.42,37.5,12,123,6.87,4.07
75,257,4.81,32,17,112,7.21,4.37
73,231,4.78,,13,,,
72,202,4.43,33,24,124,,
73,238,4.59,36.5,23,119,6.93,4.2
74,297,4.98,28,29,104,7.48,4.56
72,217,4.63,35,,116,,
74,220,4.84,33,,107,7.11,4.45
71,195,4.71,34,,117,,
75,278,4.91,28.5,20,107,7.13,4.59
75,246,4.42,37,21,126,6.7,4.06
73,254,4.81,31,35,113,7.05,4.34
73,248,4.4,42,21,128,7.09,4.38
76,319,5.51,30.5,23,102,7.79,4.53
75,239,4.65,32,21,115,6.7,4
72,202,4.58,35,11,115,6.98,3.96
72,194,4.43,36,13,118,6.78,4.15
72,189,4.38,35.5,10,123,6.91,4.25
74,228,4.53,31,18,114,7.05,4.21
73,239,4.84,31.5,,115,7.08,4.34
70,197,4.5,34.5,15,116,,4.37
72,213,4.37,34.5,21,124,7.28,4.18
74,319,5.06,29,30,106,7.56,4.46
73,294,5.06,30.5,31,112,7.71,4.65
72,200,4.46,38.5,13,129,6.83,4.22
77,311,5,25.5,24,100,7.76,5
77,248,4.56,35,,126,6.92,4.18
76,304,5.12,32.5,31,105,7.67,4.59
78,261,4.63,36,18,119,6.83,4.25
74,247,4.84,34.5,26,119,7.06,4.31
73,303,4.98,,49,,,
74,303,4.95,29,22,104,7.56,4.57
71,191,4.59,32,13,110,,4.16
73,224,4.45,34.5,24,117,6.9,4.14
76,299,5.07,28,21,108,7.44,4.5
72,219,4.31,38,15,126,6.58,4.07
75,209,4.56,33.5,14,120,6.68,3.88
75,256,4.78,32,22,108,6.85,4.41
70,199,4.42,,19,,,
75,317,5.39,26.5,,98,7.88,4.91
74,229,4.63,34,,116,6.85,4.09
75,211,4.59,40,,126,6.84,4.12
77,303,5.12,25,,96,7.66,4.64
74,335,5.25,25,27,93,8.17,5.06
70,207,4.51,,18,,,
76,265,4.62,34,22,116,7.13,4.4
75,309,5.39,23.5,29,99,7.91,4.94
76,261,4.84,35.5,30,119,7.24,4.32
74,263,4.65,30.5,30,113,7.11,4.28
79,327,5.32,29.5,28,111,7.73,4.65
74,248,4.9,28,14,108,7.31,4.59
71,225,4.65,36,18,118,6.78,4.21
70,184,4.35,40,17,126,6.65,4.09
66,196,4.59,33,,113,7.31,4.26
70,180,4.45,33,14,114,7.21,4.2
74,213,5.06,,,,,
70,229,4.53,33,28,115,6.89,4.26
77,264,4.79,,,,,
72,212,4.65,34,20,113,7.07,4.18
72,195,4.54,,10,,,
78,259,4.83,,,,,
72,190,4.58,35.5,12,118,6.92,4.15
71,220,4.4,34.5,22,113,6.98,4.25
73,210,4.53,37,15,120,6.65,4.1
74,204,4.41,,14,,,
66,181,4.5,34.5,19,121,6.78,4.13
76,217,4.53,35,12,124,7.03,4.06
71,182,4.56,33.5,,118,6.46,3.97
72,211,4.62,33,11,108,6.9,4.27
77,270,4.93,33.5,19,116,,
76,308,5.18,25.5,30,98,7.73,4.62
76,305,5.18,,,,,
71,211,4.4,34,19,117,7.15,4.2
71,223,4.55,33,27,120,6.87,4.09
75,264,4.68,31,,115,,
74,250,4.7,33.5,22,110,,4.28
70,242,4.74,32.5,32,111,7.23,4.41
75,195,4.54,38,16,125,6.82,4.33
77,321,5.18,28,23,97,7.43,4.63
72,205,4.5,34.5,21,114,6.5,4.07
74,305,5.38,29,29,100,7.7,4.75
69,200,4.5,37.5,24,120,,4.28
69,186,4.37,37,20,122,6.44,3.9
76,263,4.74,34,20,118,7.19,4.5
71,239,4.71,31,20,104,7.35,4.45
72,243,4.76,,,,,
74,211,4.42,36,24,123,6.93,4.06
74,214,4.65,,,,,
78,266,4.94,29,25,108,7.13,4.28
73,204,4.41,41,19,126,6.72,4.13
77,307,4.93,,29,,,
77,310,5.4,30.5,,106,7.95,4.83
80,319,4.96,32,21,110,7.44,4.34
74,195,4.51,37.5,6,125,6.86,4.18
76,223,4.87,32.5,,110,6.95,4.43
77,258,4.68,33,27,115,7.03,4.4
73,241,4.75,34,21,115,,4.5
72,204,4.57,33,14,114,6.92,4.21
69,213,4.65,34.5,20,112,6.89,4.18
75,311,5.22,,34,,,
75,334,5.09,29.5,31,100,7.75,4.77
73,217,4.47,37.5,,126,6.78,4.09
74,309,5.52,25.5,33,104,8.15,4.77
72,230,4.62,,21,,,
73,241,4.65,30.5,23,114,7.23,4.28
70,191,4.46,38.5,13,126,6.99,4.15
77,246,4.64,35.5,16,111,6.96,4.31
69,189,4.5,33.5,13,114,6.66,4.12
75,300,6,25,23,82,9.04,5.56
75,309,5.25,27,23,101,7.7,4.71
69,203,4.4,38,25,126,7.24,4.18
75,212,4.52,32,,122,6.48,4.03
74,212,4.92,29.5,,116,6.84,4.12
72,199,4.68,33,,111,6.95,4.09
74,220,4.53,41,16,128,6.77,4.15
74,301,5.12,31,23,104,7.46,4.59
70,210,4.49,34,31,115,6.95,4.28
75,310,5.36,26,29,92,7.61,4.62
77,290,4.81,37,34,120,6.88,4.21
73,202,4.53,38.5,18,123,6.67,4.09
75,240,4.65,34,17,115,6.95,4.25
70,209,4.5,32.5,,117,7.07,4.31
75,266,4.86,32.5,14,117,7.25,4.51
74,302,5.27,30.5,25,105,7.73,4.75
76,315,4.96,26,27,106,7.31,4.59
72,204,4.55,37.5,18,127,6.72,4.07
74,245,4.59,33.5,20,111,7.29,4.51
74,205,4.53,,,,,
73,319,5.21,28.5,31,98,,4.78
76,318,5.28,24.5,23,93,8.42,5.03
73,188,4.56,35.5,9,123,6.61,4.09
72,211,4.68,30.5,17,114,6.98,4.15
69,212,4.59,40,19,123,6.96,4.18
75,309,5.18,30,28,103,7.54,4.62
73,229,4.71,32.5,24,113,7.31,4.5
76,250,4.42,36,23,124,7.04,4.28
76,268,4.96,30,18,111,7.01,4.37
75,313,5.29,28.5,30,100,7.51,4.63
75,246,4.71,32,20,120,7.26,4.46
71,185,4.41,34.5,16,113,,
75,219,5.06,29.5,,104,6.96,4.12
72,204,4.5,37,19,115,7.08,4.18
71,174,4.43,,,123,,
78,317,5.5,29,20,95,7.74,4.65
74,238,4.64,35.5,24,118,,
79,323,5.28,28.5,19,100,7.94,4.95
71,179,4.51,36,,123,7.09,
76,296,5.31,25.5,19,99,7.74,4.62
76,270,4.8,,,,,
76,307,5.17,27.5,26,102,8.01,4.9
75,255,4.85,32,27,110,7.12,4.37
73,210,4.58,34,17,118,7.02,4.25
76,335,5.24,27,32,101,8.04,4.99
76,208,4.86,,,,,
78,319,5.32,,23,,,
71,232,4.8,34,30,113,7.21,4.35
68,204,4.44,35,20,111,7.27,4.31
68,206,4.54,36,21,112,7.1,4.23
70,219,4.59,33,23,115,7.03,4.19
73,213,4.54,,,,,
75,303,5.38,28.5,19,101,7.79,4.8
71,205,4.51,,15,,,
70,172,4.31,38,14,119,,
70,182,4.42,31.5,13,114,6.99,4.5
77,274,4.75,34,,113,6.9,4.07
77,313,5.19,29.5,32,101,7.95,4.84
72,200,4.52,39.5,19,131,6.79,4.3
73,207,4.46,,14,,,
75,311,5.17,29.5,22,105,7.86,4.65
73,208,4.66,34,12,116,6.71,3.97
75,263,4.81,32.5,28,112,7.22,4.2
70,202,4.51,,24,,,
71,222,4.55,38,21,119,6.96,4.44
74,217,4.62,36,11,123,7.12,4.28
69,182,4.44,,,,,
74,241,4.56,37,24,121,7.18,4.37
76,259,4.67,32.5,19,120,7.19,4.25
71,192,4.43,32.5,11,,,
76,312,5.22,25,29,96,7.73,4.6
77,322,5.31,26.5,,105,7.46,4.81
70,190,4.37,38,12,120,,
73,244,4.44,33.5,,116,,
75,306,5.19,25.5,24,102,7.7,4.78
69,202,4.53,35.5,18,114,6.94,4.06
70,192,4.57,,21,,,
69,205,,,,,,
73,248,5,30,,104,,
74,246,4.67,37.5,31,121,,
73,203,5.04,,,,,
74,236,4.58,34.5,19,121,6.89,4.18
74,211,4.74,34,,114,6.99,4.15
73,316,5.02,,,,,
74,251,4.73,,35,,,
75,219,4.52,36.5,19,125,,
71,188,4.5,34.5,,118,7.01,4.12
72,201,4.42,35,12,115,6.69,4.15
76,246,4.76,35,15,114,6.96,4.29
75,233,4.94,,,109,7.07,4.38
77,314,5.01,30,20,108,7.59,4.6
71,190,4.65,,11,,,
78,284,4.69,31.5,25,109,7.57,4.78
77,310,5.3,,25,,,
75,215,4.61,31.5,,106,7.03,4.3
75,214,4.84,28.5,,109,7.05,4.5
76,298,4.77,26,30,103,7.07,4.53
76,275,4.82,33,28,113,7.09,4.44
77,274,4.74,33,,116,7.15,4.25
71,219,4.67,33.5,21,110,7.26,4.4
76,279,4.91,31,,104,7.47,4.4
74,224,4.66,38,17,117,7.15,4.3
76,297,5.28,27,23,102,7.58,4.59
73,211,4.52,31.5,12,116,7.1,
75,266,4.87,32,,110,6.9,4.4
72,291,4.84,,,,,
78,315,5.19,29.5,,100,7.71,4.54
73,233,4.57,36.5,19,119,7.28,4.22
74,235,4.49,38.5,32,124,7.19,4.28
74,219,4.69,31,,109,6.73,4.11
77,316,5.32,29.5,34,98,7.3,4.56
70,204,4.48,37,,121,,
77,298,5.4,28,18,100,7.49,4.9
71,178,5.02,,,,,
74,241,4.63,35.5,21,117,6.73,4.03
69,172,4.57,,,,,
77,252,4.52,36,21,131,7.03,4.32
77,251,4.78,31.5,,109,,
72,239,4.73,36.5,14,120,7.14,4.16
73,323,5.12,31.5,36,99,7.94,4.62
68,190,4.57,32,20,109,6.8,4.2
78,247,4.51,,27,,,
71,206,4.43,34,23,125,6.71,3.97
74,245,4.71,33.5,27,114,7.03,4.28
75,220,4.4,36.5,16,122,,
77,243,5.03,30.5,,112,,
73,301,5.05,28,35,105,7.64,4.79
74,268,4.9,32,23,109,7.05,4.35
70,187,4.44,35,16,121,6.59,4.03
76,223,4.53,,17,,,
73,241,4.73,29.5,19,107,6.9,4.1
71,239,4.61,37.5,,119,7.15,4.25
73,305,5.38,30.5,25,96,7.63,4.65
74,293,4.9,31.5,,112,7.99,4.65
72,190,4.38,36,15,123,6.61,3.94
71,198,4.35,33.5,19,118,6.97,4.23
78,345,5.08,23.5,31,93,8.13,5
72,244,4.55,35.5,,117,,
71,188,4.34,33.5,8,120,6.77,4.18
70,223,4.58,,20,,,
70,206,4.4,32.5,21,114,7.17,
78,238,4.45,34.5,16,124,7.12,4.47
74,223,4.33,39,,120,,
73,218,4.62,,,,,
75,285,5.01,31,,105,7.45,4.53
77,313,5.45,,31,,7.82,4.78
69,218,4.56,,26,,,
72,184,4.52,34,11,117,,
76,252,4.43,36,24,122,6.76,4.11
76,260,5.06,26.5,13,109,7.4,4.69
74,219,4.68,32.5,,112,6.78,4.15
70,188,4.52,36,,117,6.81,4.07
73,252,4.82,,15,,,
75,203,4.65,37,,113,7.1,4.4
75,306,4.97,,,,,
71,175,4.61,36,14,118,6.79,4.19
71,192,4.47,34,19,119,6.76,3.9
73,225,4.48,35.5,21,124,6.59,3.98
70,213,4.57,35,22,117,6.97,4.04
74,265,4.62,32,,,,
76,215,4.36,39.5,14,133,6.88,4.48
69,200,4.42,37,17,,,
69,183,4.34,,,,,
77,323,5.29,27,22,104,7.74,4.8
70,178,4.38,,11,,,
75,301,4.78,27.5,24,106,7.32,4.47
71,210,4.61,33,21,120,6.97,4.15
74,309,5.32,,28,,,
73,249,4.7,34.5,19,121,7.32,4.4
72,213,4.67,35,20,122,6.78,4.22
76,225,4.6,34.5,20,124,7.03,4.03
73,264,4.69,34.5,28,109,6.83,4.18
75,245,4.41,33.5,23,123,6.7,4.03
77,284,4.85,28,25,105,7.38,4.41
72,196,4.5,41,22,127,6.82,4.11
71,188,4.6,36.5,9,125,6.9,4.15
70,191,4.48,34.5,19,118,6.97,4.03
68,194,4.35,35,15,123,6.88,4.12
77,265,4.96,30,21,114,,4.34
76,223,4.58,36.5,14,116,6.81,4.06
75,216,4.48,,,,,
70,193,4.41,33.5,,121,6.95,4.13
72,190,4.37,38.5,12,124,,
74,204,4.5,35.5,19,122,7.2,4.15
72,239,4.71,36,16,113,7.32,4.38
75,313,5.12,31.5,22,108,7.87,4.53
70,196,4.62,32,15,120,6.96,4.15
73,241,4.6,37,23,124,7.34,4.37
75,268,4.75,35,,105,7.2,4.38
74,199,4.46,33,22,112,6.81,4.11
78,320,5.57,27.5,13,95,8.03,5.12
69,197,4.56,31.5,20,116,7.14,4.18
75,230,4.51,33,14,109,,
77,266,4.77,35,22,120,7.07,4.38
75,303,5.35,30.5,29,105,7.95,4.74
72,194,4.45,37,,126,7.33,4.25
75,239,4.67,34,20,119,,
79,306,4.96,27,30,,7.33,4.65
73,209,4.5,34,14,119,7.03,4.12
73,208,4.72,32.5,,103,,
76,307,5.39,25,21,101,7.77,4.58
71,239,4.44,39.5,24,127,,4.19
74,186,4.5,35,,120,,
77,314,5.16,,18,,,
75,242,4.58,38,27,123,6.92,4.12
77,299,4.87,34.5,28,112,7.43,4.41
75,315,5.23,29,30,104,7.87,4.91
75,312,5.31,26,29,96,7.64,4.65
73,246,4.83,36,22,122,,
74,253,4.65,31,36,112,7.09,4.4
76,229,4.86,29.5,,108,7.52,4.45
74,254,4.85,33,23,117,7.36,4.28
72,244,4.74,32.5,19,109,,
75,309,5.02,,26,,,
76,234,4.59,36,,124,6.8,4.28
72,206,4.71,31.5,17,111,,
74,237,4.71,32.5,22,114,7.18,4.43
73,242,4.72,30.5,28,108,7.05,4.09
77,226,4.92,,,,,
73,306,4.8,33.5,36,113,7.19,4.25
73,207,4.47,,19,,,
71,188,4.42,39.5,13,122,6.85,4.13
77,312,5.27,,,,,
69,223,4.46,36,28,120,6.79,4.16
74,264,4.81,33.5,20,120,7.38,4.53
78,316,5.18,27.5,22,103,7.7,4.95
72,217,4.54,36,20,,6.88,4.19
68,186,4.51,33.5,,112,,
78,308,5.4,25.5,17,97,,
77,329,5.48,27,19,91,8.13,4.82
75,260,4.62,31.5,19,118,7.07,4.33
74,202,4.48,30.5,12,122,7,4.29
71,203,4.47,36.5,17,120,6.69,4.22
75,216,4.48,37,,122,7.15,4.07
73,245,4.82,30,26,110,7.26,4.28
73,294,4.93,30,27,108,7.1,4.21
68,211,4.5,35,23,118,7.14,4.32
71,202,4.65,33,,116,,
76,261,4.68,32,27,118,7.17,4.53
79,321,5.16,28,32,100,7.72,4.78
71,212,4.34,33,,,,
70,183,4.63,,7,,,
71,202,4.56,37,19,127,6.93,4.22
73,298,5.18,,41,,,
75,268,5,30.5,21,109,,4.53
72,197,4.82,27,,99,7.41,4.56
69,180,4.36,43.5,19,126,6.82,4.05
70,219,4.63,35.5,16,117,7.01,4.19
78,314,5.14,27,30,103,7.43,4.78
76,209,4.46,33.5,10,115,,4.23
75,238,4.63,,21,,7.27,4.31
77,317,5.36,29.5,,102,7.81,4.9
72,197,4.61,33,14,124,7.09,4.23
74,213,4.78,,,,,
79,338,5.75,28.5,22,,,
77,333,5.22,26.5,32,104,7.91,4.87
79,242,4.83,,,,,
72,196,4.36,40.5,19,129,6.85,4.11
69,186,4.5,30,15,112,6.95,3.98
75,268,4.67,,26,,,
75,246,4.79,32,21,110,7.18,4.4
70,197,4.39,33,,116,6.95,4.32
72,194,4.52,33,14,116,,
75,271,4.55,38.5,35,124,7.25,4.66
75,243,4.69,36,18,121,7.19,
72,218,4.45,36.5,17,123,7.07,4.28
70,211,4.53,33.5,22,116,7.12,4.28
75,346,4.89,29.5,44,105,7.9,4.56
70,215,4.52,31.5,,111,7.13,4.21
70,205,4.48,34,24,118,7.36,4.19
74,211,4.39,36.5,14,123,7.03,4.15
78,303,5.26,28.5,22,100,7.49,4.67
74,311,5.28,28.5,29,99,7.31,4.62
76,248,5.06,,,,,
72,203,4.42,33,17,121,6.84,4.16
70,190,4.5,,14,,,
70,185,4.53,32,8,114,7.19,4.28
75,237,4.76,,,,,
73,213,4.54,32.5,19,119,7.21,4.32
75,220,4.5,34,15,119,7.1,4.23
68,180,4.36,36.5,16,120,6.5,3.93
77,293,5,34,28,111,7.49,4.84
75,210,4.55,31,15,121,6.99,4.36
70,188,4.58,36.5,14,124,,4.2
78,313,5.16,26.5,23,98,7.87,4.75
77,256,4.84,,,,,
76,299,4.82,34.5,36,113,7.43,4.53
76,302,5.27,,25,,,
74,216,4.43,38.5,22,128,7.01,4.44
69,228,4.48,,,,,
76,302,5.12,26,30,102,,
75,227,4.54,35.5,,113,,4.15
70,199,4.29,38.5,17,133,6.55,3.97
75,242,4.72,35.5,27,120,,
70,195,4.46,35,15,125,,4.15
67,184,4.61,37,19,115,,4.23
73,239,4.53,36,18,119,6.94,4.28
75,275,5,30.5,32,108,7.31,4.62
78,320,5.33,27,28,100,8.15,4.99
73,211,4.62,36,19,126,6.88,4.22
74,304,5.28,22,26,90,8.19,4.99
77,318,5.38,26.5,23,89,7.86,4.87
72,231,4.68,31.5,,,,
71,189,4.33,37,15,122,6.6,4.06
75,266,4.87,35.5,26,116,7.09,4.5
76,311,5.33,31.5,28,107,7.95,4.87
74,213,4.54,34,19,122,6.63,4.12
75,253,4.75,31.5,21,110,7.25,4.31
75,262,4.88,35,34,124,7.17,4.25
71,231,4.66,33.5,12,119,7.46,4.28
72,211,4.78,,,,,
70,195,4.64,34,12,121,6.94,4.22
77,312,4.94,35.5,19,114,7.52,4.78
77,303,5.01,29.5,26,,,
77,219,4.37,33,17,125,7.08,
74,241,4.65,31,21,116,6.84,4.28
77,298,4.97,36,21,113,7.4,4.41
74,348,5.3,26,35,103,,
76,221,4.65,,,,,
71,209,4.52,33.5,,118,7.32,4.37
72,201,5.25,,,,,
75,220,4.77,36,14,121,7.17,4.28
70,206,4.57,35.5,20,123,7.01,4.25
71,198,4.68,33,14,122,,
74,314,5.2,31,35,100,7.97,4.71
72,211,4.42,31.5,18,122,7.33,4.13
76,324,5.44,23,16,85,7.92,4.8
74,215,4.49,37.5,18,,,
72,237,4.84,31.5,18,111,,
76,325,5.52,27.5,31,,7.96,5
74,289,5.38,24,30,92,8.07,4.87
70,222,4.42,36,28,122,7.16,4.31
71,219,4.7,30.5,19,110,,
74,315,5,,,,,
74,272,4.74,,22,,,
74,261,4.73,34.5,31,122,7.39,4.5
70,192,4.52,34.5,18,116,6.87,4
77,305,5.23,26,29,103,7.93,4.75
69,187,4.96,,,,,
75,320,5.14,25,28,101,8.22,4.87
76,338,5.29,27,,102,7.87,4.9
75,221,4.89,,,,,
71,206,4.53,37.5,15,126,6.72,4.22
72,208,4.63,35,14,119,6.84,4.13
73,233,4.62,37,21,124,7.14,4.37
69,193,4.49,,20,,,
73,221,4.91,,,,,
76,249,4.73,33.5,25,117,7.11,4.31
70,206,4.38,41,,132,7.09,4.12
71,204,4.53,34,,118,6.97,4.09
76,294,4.86,27,24,107,7.37,4.44
75,225,5.06,31.5,,101,7.14,4.37
77,295,4.93,33.5,33,108,7.26,4.44
74,308,5,28.5,,107,7.6,4.56
