height,weight,dash40,vert_jump,bench_reps,broad_jump,cone_time,shuttle_time
72,204,4.6,37,11,121,7.28,4.07
72,227,4.78,34.5,25,121,7.06,4.28
76,308,5.16,29,27,100,7.85,4.56
75,288,5.28,,,,,
74,224,4.73,33,,116,,
71,199,4.51,38,,124,7.06,4.17
73,191,4.57,34,,118,,
71,179,4.59,28.5,,111,7.24,4.27
77,221,4.9,,,,,
74,228,4.79,,,,,
76,208,4.71,37.5,,125,6.74,4.21
75,210,4.73,38,,128,7.1,4.09
78,255,4.62,33.5,27,,,
78,304,5.26,27.5,31,98,,
77,264,4.92,29,18,115,7.36,4.09
71,203,4.46,29,,112,6.98,4.08
73,310,5.32,,,,,
75,224,4.66,34.5,23,120,6.85,3.93
78,308,5.09,29.5,21,105,7.75,4.6
71,209,4.65,35,,118,7.05,4.12
73,234,4.68,,,,,
78,211,4.55,34,,122,6.84,4.16
76,229,4.51,41,,130,7.34,4.22
78,246,5.19,26.5,,100,7.73,4.46
73,213,4.76,31.5,,116,7.41,
72,192,,,,,,
75,269,4.74,39,25,124,6.92,4.03
78,274,4.71,37,21,114,7.3,4.44
75,302,5.29,29,,92,8.25,4.71
77,315,4.96,33.5,41,110,7.61,4.41
75,252,4.75,,33,,,
78,323,5.36,27,26,97,8.01,4.6
70,179,4.39,36,,,,
74,213,4.54,35.5,18,120,6.98,4.12
78,330,5.41,28,20,104,8.24,4.61
72,220,4.66,31,,115,7.34,4.31
74,231,4.98,33.5,,115,6.89,4.11
71,203,4.78,38,,118,,4.45
72,224,4.56,,19,,,
76,312,5.46,24.5,23,95,7.87,4.68
76,336,4.93,29,21,115,7.7,4.75
75,255,4.78,33,,114,6.95,4.23
75,233,4.79,30.5,,109,7.19,4.3
77,250,4.95,27,19,103,7.13,4.37
72,246,4.68,32,28,117,7.45,4.18
70,194,4.47,,16,,,
73,226,4.7,,,118,,4.26
71,230,4.71,,24,106,,
72,197,4.57,39.5,,116,7.15,4
75,321,5.38,25,19,98,8.17,4.85
70,194,4.56,,11,,,
71,203,4.56,,,,,
78,323,5.49,29,26,98,7.95,4.91
75,251,4.76,32.5,18,116,7.17,3.94
69,194,4.62,31,8,112,,
73,233,4.73,,17,,,
78,319,5.41,28,31,105,7.97,4.66
73,224,4.95,30,,119,7.44,4.34
75,259,4.97,29,24,108,7.39,4.48
77,229,5.08,,,,,
71,194,4.6,,,,,
71,186,4.34,36,15,120,6.97,3.75
77,241,4.75,,,,,
78,307,5.3,,30,,,
67,195,4.5,34,21,121,7.09,4.3
74,240,4.79,30.5,,110,7.66,4.41
76,268,4.97,32.5,22,115,,
75,210,4.54,34.5,,,7.04,
70,193,4.58,,,,,
76,219,4.84,,,,,
68,204,4.35,41.5,15,128,6.7,3.91
78,243,5.04,30.5,,110,7.65,4.62
77,271,4.8,32.5,25,109,6.94,4.38
74,218,4.47,38,18,124,6.68,3.89
73,191,4.87,,,,,
77,281,5.06,34.5,24,110,7.96,4.68
70,204,4.46,39,20,124,,
75,289,4.81,36.5,,118,,4.32
74,244,4.86,,25,,,
71,204,4.8,,,,,
74,301,5.06,30,30,99,7.53,4.24
72,201,4.51,36,19,128,,
70,189,4.62,36,12,121,7,3.88
77,265,4.9,30.5,16,107,7.46,4.28
76,344,5.16,24.5,31,93,7.93,4.84
77,306,5.84,24,,93,8.09,4.63
75,298,5.07,32,19,111,7.72,4.41
75,274,5.03,33,24,108,,4.75
74,234,4.67,,24,,,
70,194,4.78,32.5,,114,,4.35
71,201,4.48,36.5,12,116,,
75,275,4.6,,,,,
75,223,4.95,26.5,,101,7.65,4.36
75,314,5.1,30.5,29,104,7.75,4.66
76,316,5.82,25.5,21,93,8.38,4.91
74,317,4.97,30.5,42,99,7.79,4.66
74,242,4.65,34.5,27,116,6.94,4.08
75,197,4.6,32.5,,113,6.9,4.08
79,350,5.56,27.5,21,98,7.88,4.65
75,314,5.08,29.5,27,102,,
73,193,4.49,31.5,,119,6.88,3.87
75,304,5.29,25.5,,96,7.64,4.44
74,241,4.86,,,,,
71,196,4.52,,,,,
79,327,5.37,29.5,,99,7.98,4.84
72,241,4.68,33,,112,7.41,4.15
72,210,4.9,,,,,
73,245,4.8,32.5,23,114,7.65,4.52
77,267,5.09,33,,115,,
73,197,4.46,,,,,
74,230,4.51,,,,,
74,290,5.21,26.5,28,100,7.39,4.1
77,313,5.2,29,27,105,8.03,4.98
74,241,4.57,38.5,26,129,,4
73,195,4.44,38.5,17,122,6.82,3.88
73,203,4.5,,,,,
72,189,4.5,35,12,117,7.09,4.14
70,197,4.5,37.5,,122,,
71,192,4.54,34.5,,121,7.31,4.3
72,224,4.58,37,24,112,7.12,4.23
74,254,4.65,34,16,120,7.48,4.46
72,224,4.57,37,,112,7.15,4.25
76,265,4.65,,,,,
76,321,5.05,32.5,29,105,,
76,242,4.61,34.5,21,118,6.94,3.94
70,237,4.49,31,22,114,7.5,4.15
75,281,4.77,,,,,
78,249,4.8,,,,,
70,177,4.49,,,,,
76,281,5,31.5,14,113,7.38,4.35
72,233,4.61,,,,,
71,187,4.31,37.5,14,121,6.84,4.03
72,248,4.97,32.5,22,114,7.5,4.41
76,254,4.84,30,19,106,7.51,4.35
74,209,4.54,,15,,,
77,332,5,31,34,109,7.8,4.88
74,223,4.61,34,14,116,7.06,4.02
75,258,4.5,35.5,34,123,7.38,4.11
73,237,4.56,36.5,22,114,7.39,4.35
73,188,4.5,,,,,
74,300,5.3,31,31,109,7.56,4.35
76,312,5.14,31.5,,105,8.31,4.58
76,234,4.62,37,,121,7.06,4.13
76,226,4.79,40.5,,130,,4.17
73,323,5.08,,36,,,
76,313,5.18,28,25,106,7.97,4.55
73,250,4.55,,,,,
73,232,4.52,37,16,125,7.02,4.11
72,193,4.48,,18,125,,
71,207,4.6,37,21,122,7.28,4.09
76,229,4.56,,,,,
74,212,4.48,,,,,
67,193,4.73,34,15,114,7.01,4.15
73,196,4.66,,11,,,
78,260,5.03,,21,114,7.33,4.44
72,213,4.63,35,,120,7.07,3.98
72,197,4.47,,15,120,,
74,248,4.62,35,24,119,6.88,4.1
79,314,5.36,28.5,24,108,7.53,4.49
69,225,4.6,33.5,26,118,7.68,4.36
75,256,4.89,33,25,109,7.56,4.36
72,223,4.86,,21,,,
76,251,4.55,,24,120,,
73,313,5.38,28,18,,,
74,202,4.47,39,,125,6.93,3.97
72,222,4.7,30.5,21,115,7.25,4.09
73,203,4.65,34,,122,7.12,4.31
70,210,4.68,30,,111,7.35,4.12
69,175,4.49,39,13,123,6.7,3.9
72,214,4.69,,,,,
76,213,4.64,34,,,,
74,214,,39,18,114,6.94,
77,310,5.12,32.5,18,105,7.62,4.6
74,289,5.12,29.5,28,106,7.53,4.55
74,218,4.93,27.5,,106,7.29,4.39
78,242,5.03,29,,103,7.67,4.62
79,325,5.51,34,26,100,7.62,4.66
69,214,4.4,35,18,121,6.81,4.1
71,219,4.52,,22,,,
76,279,4.93,32.5,23,107,7.57,4.4
76,319,5.06,29.5,29,105,7.5,4.46
74,286,4.87,29.5,21,109,7.7,4.57
77,261,4.74,31.5,16,113,7.05,4.25
71,221,4.49,40,20,127,,
78,305,4.92,35,26,106,7.57,4.54
79,320,4.87,35.5,,112,7.83,4.56
73,211,4.37,35.5,21,,,
74,233,4.6,41,25,128,7.11,4.1
77,227,5.1,,,,,
70,222,4.62,,,,,
76,265,4.78,38,25,121,7.11,4.1
77,303,5.18,27,30,96,7.77,4.62
75,204,4.52,39.5,14,132,6.92,3.8
73,221,4.83,29,,109,7.49,4.54
71,214,4.57,35,19,112,7,4.1
70,210,4.56,34.5,14,118,7.13,4.28
75,247,4.7,39,25,126,7.05,4.29
75,236,4.56,34,,113,7.08,4.12
73,201,4.37,39.5,,128,6.96,3.98
73,196,4.46,36,,,,
73,216,4.8,32,16,113,7.78,4.63
80,314,5.2,,24,,,
77,309,5.18,31.5,24,108,7.61,4.56
71,250,4.59,30,25,108,7.54,4.28
76,318,5.6,29,23,93,7.84,4.92
72,233,4.43,34,18,117,7.1,4.08
74,196,4.45,41.5,,128,6.99,3.94
75,313,5.4,30.5,23,105,7.72,4.51
78,316,5.06,31.5,,109,7.93,4.67
77,329,4.93,,,,,
75,221,4.63,36.5,13,123,7.2,4.24
75,337,5.06,31.5,23,106,7.8,4.68
77,311,5.53,23.5,18,89,8.17,4.8
76,320,5.35,28,29,111,7.9,4.59
72,209,4.46,37.5,,118,7.09,4.08
75,294,4.91,32.5,35,115,7.23,4.2
75,239,4.58,36,20,130,,
72,267,4.84,35,25,122,7.24,4.41
74,304,5.36,28,22,98,8.03,4.72
74,213,4.51,40.5,16,127,7.1,3.98
77,230,4.71,,,,,
79,279,4.98,,,,,
71,220,4.47,35,21,121,7.18,4.04
75,303,4.79,34.5,32,112,,
73,211,5.08,29,,111,7.24,4.2
72,234,4.78,34,22,115,,
74,254,4.78,,,,,
70,193,4.41,36.5,,118,6.95,4.07
74,315,5.51,27.5,,99,,
70,196,4.49,34,17,118,7.13,4.25
76,293,5.05,,34,,,
77,254,4.75,,,,,
74,236,4.7,,,,,
77,288,5.12,33,27,118,7.42,4.71
71,206,4.36,40,11,118,6.94,4.16
76,267,4.71,,21,118,,
77,310,5.19,,,,,
79,317,5.64,25.5,,85,8.03,4.89
74,211,4.88,,,,,
76,311,5.19,28.5,22,108,7.65,4.54
72,212,4.5,37,19,117,7.09,3.92
70,219,4.9,32,14,108,7.38,4.1
74,239,4.75,35.5,19,118,7.28,4.33
75,310,5.31,29.5,21,102,7.93,4.56
75,247,4.89,,24,,,
74,252,4.71,,,,,
70,186,4.49,38,,125,7.05,4.07
71,181,4.59,35,12,117,7.04,3.89
77,269,4.93,,21,115,,
78,299,5.42,27,17,99,8.15,4.58
73,194,4.54,35,,120,6.95,3.97
73,230,4.6,36.5,,115,7.09,3.97
72,191,4.52,37.5,,118,7.19,4.22
75,277,4.75,34,,111,7.11,4.23
74,273,4.8,37,22,118,7.66,4.44
67,200,4.5,38,18,121,7.39,
74,222,4.72,33,,108,7.41,4.34
76,260,4.72,36,22,113,7.09,4.01
75,270,4.93,34.5,14,105,7.75,4.35
72,238,4.91,30,19,109,7.25,4.56
75,268,4.95,31.5,28,,,
79,328,5.4,,,,,
75,211,4.45,,,,,
70,190,4.62,39,14,121,,4.05
76,305,5.07,27.5,25,103,8,4.79
75,213,4.57,,21,,,
72,243,4.75,,21,,,
76,324,5.61,29,,96,8.11,4.92
77,241,4.72,,,,,
72,249,4.81,34.5,36,118,7.27,4.12
70,205,4.94,,,,,
73,207,4.58,,,,,
70,223,4.59,35.5,20,111,7.15,4.14
74,313,5.24,27,,102,8.01,4.68
73,238,4.68,31.5,25,112,7.69,4.45
76,221,,,,,,
74,232,4.86,30.5,,105,7.09,4.07
71,191,4.43,43.5,7,,,
71,184,4.34,41,14,125,6.78,3.89
74,211,4.74,35,17,113,6.96,4.07
78,288,5,28,23,106,7.54,4.43
77,234,4.66,38,19,124,7.09,4.12
71,194,4.78,33,,108,7.39,4.25
76,225,4.79,33,,113,6.94,4.08
73,189,4.44,,,,,
75,304,5.12,29.5,,100,7.62,4.51
72,222,4.6,36,23,121,7.17,4.1
77,275,4.68,,,,,
76,322,5.38,25,34,95,7.87,4.62
76,302,5.09,32,30,105,7.87,4.56
76,196,4.55,38.5,,126,7.03,4.1
72,194,4.71,36,,113,7.56,4.44
72,238,4.67,35,27,107,7.48,4.14
75,249,4.85,29.5,,112,7.31,4.36
69,217,4.58,,,,,
73,215,4.43,33.5,17,115,7.08,4.12
71,251,4.84,31,23,109,7.24,4.21
71,198,4.52,38,,120,,3.9
75,226,4.78,31.5,,115,7,4.1
77,284,4.9,28,21,103,7.25,4.27
72,249,4.6,35.5,32,112,7.1,
71,218,4.76,31.5,22,111,7.17,4.26
76,229,5,29,,103,7.41,4.52
72,236,4.59,35.5,35,124,7.21,4.07
74,215,4.64,33,,113,6.89,4.07
77,301,5.21,28.5,26,103,7.62,4.52
71,209,4.7,37,23,118,7.61,4.1
75,214,4.58,35,,115,7.42,4.11
73,231,4.71,40.5,22,117,7.19,4.07
72,241,4.56,38,,122,7.2,4.1
75,321,5.23,27,21,100,8,4.69
70,197,4.45,34,17,111,6.87,3.9
74,284,4.74,34,33,110,7.38,4.35
70,223,4.51,32.5,21,,,
75,266,4.87,32.5,29,108,7.41,4.24
76,197,4.5,,,,,
71,224,4.6,31,17,108,6.95,3.97
73,229,4.65,34,25,116,7.23,4.1
72,179,4.58,37.5,,124,7.42,4.07
69,192,4.45,42,12,124,6.8,4.07
75,309,5.31,32.5,,109,7.49,4.45
71,203,4.44,34,20,,,3.99
72,226,4.88,,,,,
73,211,4.64,37,24,115,,
70,192,4.39,39,15,115,7.16,4.08
74,265,5.04,,18,,,
71,225,4.61,,,,,
70,192,4.5,,15,,,
76,301,4.96,34.5,31,108,7.53,4.48
79,267,4.88,,,,,
75,305,4.84,,29,,,
77,241,4.46,39,,,,
74,266,4.75,33,23,113,7.5,4.48
73,198,4.52,36,23,125,6.95,3.96
76,267,4.56,37,19,118,7.53,4.46
76,266,4.81,37.5,,122,7.56,4.37
74,310,5.1,28.5,,102,7.79,4.47
76,305,4.91,,,,,
78,321,5.45,27.5,21,104,7.71,4.71
71,197,4.43,,18,,7.15,4.1
75,242,4.52,37.5,,120,7.2,3.87
80,330,5.41,27,,91,8.15,4.7
73,201,5.05,,,,,
78,242,4.37,39.5,,129,,
73,210,4.42,37,,114,7.03,4.08
69,187,4.38,,,,,
74,254,4.68,33,27,113,7.43,4.2
76,319,5.28,31.5,,,,
75,247,4.87,35.5,17,113,7.34,4.34
75,344,5.34,29,26,98,7.75,4.54
79,337,5.52,33,28,110,7.78,4.76
77,271,4.87,36,20,118,7.57,4.34
68,189,4.43,,12,,,
74,243,4.62,34,19,121,7.16,4.32
72,208,4.56,31,,111,7.03,4.09
68,191,4.63,,19,,,
81,321,5.62,30,,108,7.95,4.41
76,257,4.74,38.5,27,121,7.22,4.07
74,208,4.67,30.5,,108,6.77,4.08
78,306,5.3,32,14,101,7.74,4.68
75,217,4.5,,,,,
73,205,4.46,36.5,17,127,7.33,
73,213,4.52,39,,121,7.13,4.3
76,307,5.06,31.5,21,95,7.52,4.44
76,222,4.55,38,,120,7.2,4.34
72,185,4.51,38,,121,6.81,3.95
71,181,4.28,35.5,,123,,
77,304,4.92,35.5,35,117,7.37,4.16
73,248,4.98,,,,,
73,211,4.4,37,,120,7.19,4.21
72,245,4.5,,34,,,
72,193,4.44,38.5,23,130,,4.04
73,307,5.01,35.5,28,112,7.71,4.42
68,185,4.32,45,6,136,6.9,4.32
70,235,4.71,35,27,117,7.34,4.19
80,329,5.43,27,26,92,7.97,4.8
75,262,4.58,34,16,120,7.11,4.07
76,291,5.3,,,,,
75,218,4.71,34.5,22,128,6.93,4.08
76,318,5.4,27,26,96,8.21,4.87
76,272,4.64,,25,,,
77,256,4.79,,,,,
74,247,4.85,33.5,15,,7.49,4.38
68,210,4.46,36,19,117,7.22,4.1
77,276,5.05,34.5,19,115,7.38,4.32
69,177,4.52,,,,,
76,262,4.84,29.5,22,108,7.62,4.5
70,212,4.66,33.5,19,108,7.02,4.12
73,235,4.75,,25,,,4.31
74,314,5.08,27.5,27,100,8.21,4.64
76,321,5.29,,28,,,
77,306,5.3,,,,,
73,202,4.39,,,,,
77,300,5.11,,25,,,
73,234,4.71,,,,,
73,212,4.56,,18,,,
78,307,5.15,29.5,22,99,7.5,4.47
71,191,5.1,,,,,
70,182,4.72,,,,,
74,218,4.87,28.5,,104,7.03,4.13
76,310,5.3,29.5,22,101,8.19,4.72
77,225,4.93,29.5,,107,7.33,4.39
76,233,5.06,26.5,,,7.38,4.52
67,183,4.62,37,,116,6.7,3.94
79,323,5.31,29.5,17,94,7.95,4.8
70,168,4.37,,,,,
72,292,4.93,,26,,,
73,243,4.89,34,21,115,7.31,4.2
72,204,4.35,41.5,15,125,7.09,3.91
76,229,4.75,,,,,
69,208,4.63,34,24,114,7.06,4.08
80,312,5.12,,,,,
71,190,4.49,40,10,126,7.17,4.07
74,229,4.46,34,,116,7,
78,347,5.48,,,,,
75,236,4.69,32.5,22,114,7.29,4.31
74,265,4.75,37,25,120,6.86,3.9
73,247,4.68,35,21,116,7.41,4.07
73,207,4.52,,,,,
75,259,4.59,35.5,26,110,7.27,4.38
75,325,5.02,32.5,32,107,7.83,4.44
77,311,,32,21,96,7.57,4.45
72,210,4.67,33.5,15,116,7.22,4.13
72,225,4.71,33,,113,6.97,4.08
74,210,5,,,,,
70,186,4.47,36.5,,122,6.78,4.13
71,195,4.53,40.5,15,124,7.18,4.28
70,209,4.52,32,16,109,7.23,4.38
72,217,,,,,,
74,209,4.56,42,12,123,6.94,4.12
74,256,4.83,,18,,,
71,212,4.57,33,,117,7.25,4.39
74,214,4.7,33.5,,116,7.53,4.53
76,289,,34.5,27,114,7.97,4.53
76,314,5.22,36,22,109,8.27,4.76
72,189,4.41,36.5,,126,6.6,3.94
74,223,4.71,34.5,,110,7.38,
72,196,4.44,40.5,15,126,6.48,3.82
72,201,4.48,,15,,,
79,320,5.3,29,19,97,7.72,4.5
76,278,4.81,32,26,112,7.65,4.36
73,193,4.27,36.5,,129,6.63,3.9
75,206,4.56,34.5,,,,
74,241,4.75,34.5,25,112,7.22,3.94
71,192,4.62,,,,,
75,249,4.75,32.5,24,114,7.21,4.12
72,214,4.44,46,17,133,,
74,248,4.6,36.5,33,120,7.16,4.11
76,228,4.65,,,,,
69,179,4.43,,,,,
73,246,4.53,38.5,,124,7.44,4.08
74,301,4.87,34,25,116,7.54,4.31
77,318,5.39,28,26,108,7.68,4.43
76,217,4.71,32,,113,6.82,3.96
76,258,4.88,,28,,,
77,316,5.34,28.5,21,93,7.83,4.83
76,307,5.05,,,,,
75,309,5.21,32,26,105,8.06,4.59
66,187,4.47,33,23,105,6.96,3.96
68,172,4.37,43,13,137,6.99,3.9
75,312,5.7,31,,99,8.16,4.65
78,314,5.25,,24,,,
73,221,4.62,,,,,
76,270,5,34,23,113,7.35,4.24
72,238,4.83,35,23,113,7.31,4.16
74,343,5.42,24.5,27,89,8.17,4.75
80,330,5.4,28,,96,7.89,4.78
76,269,4.9,30,27,108,8.24,4.34
73,188,4.38,,,,,
72,233,4.62,34,23,114,7.47,
77,268,4.71,,,,,
74,249,5,25.5,19,100,7.57,4.67
70,205,4.45,38,19,118,7.12,4.21
75,280,5.02,29.5,18,105,7.89,4.53
77,310,5,32.5,,103,7.78,4.64
75,236,4.65,45.5,20,130,7.12,4.11
74,241,4.73,35.5,10,112,7.45,3.94
78,233,4.86,,,,,
76,251,4.56,38.5,27,122,6.83,4.07
72,219,4.71,31.5,,,,
70,188,4.29,41.5,18,129,,3.91
76,316,5.46,27.5,,100,,
72,199,4.5,,9,,,
70,216,4.56,36.5,23,120,7.46,3.89
75,244,4.61,40.5,19,130,7.83,4.22
72,187,4.46,37,,124,7.21,4.22
74,223,4.9,31,,108,7.28,4.19
74,244,4.64,,,,,
73,207,4.46,,,,,
77,298,5.31,26.5,23,102,7.43,4.5
75,299,5.46,,,,,
71,187,4.58,36,8,117,,
71,217,4.43,35.5,19,118,6.94,4.15
70,168,4.5,35,13,121,7.24,4.22
69,176,4.3,39,16,124,6.97,3.96
77,229,4.56,36.5,,,,
73,203,4.32,,,,6.99,
78,327,5.18,,27,,,
72,185,4.36,39.5,14,125,,
72,193,4.5,38,18,118,6.81,4.07
73,236,4.71,37,22,110,,4.38
76,312,5.08,35,43,115,7.46,4.37
75,306,5.07,30.5,15,103,7.49,4.54
77,277,5,27,22,109,7.91,4.76
70,214,4.7,38.5,,122,,
71,214,4.4,38.5,18,125,7.09,4.47
76,274,4.86,32,22,112,7.37,4.41
73,209,4.39,39.5,17,131,6.75,3.81
73,223,4.5,40,30,132,6.9,4.13
76,306,5.19,28.5,27,100,7.69,4.55
76,254,4.62,42,20,127,6.95,4.22
75,229,4.59,41,,121,6.67,4.07
70,192,4.57,34,,116,6.88,4.2
69,193,4.43,36.5,7,124,6.99,4.27
74,201,4.35,39,,120,7.04,4.16
74,215,4.47,40.5,21,123,7.09,4.14
72,212,4.62,37,20,118,,
73,220,4.76,34,,114,6.75,4.22
75,224,4.5,35,,119,6.79,4.17
70,194,,,,,,
72,221,4.6,31.5,19,112,7.16,4.21
76,258,4.7,33.5,19,115,7.48,4.52
72,260,4.91,29.5,22,110,7.46,4.5
71,203,4.39,36.5,19,127,6.99,4.11
77,256,4.8,,,,,
74,214,4.7,36.5,19,115,6.9,4.18
74,227,4.53,34,17,120,7.25,4.07
72,198,4.47,41,,133,6.67,4.23
69,173,4.49,,,,,
74,216,4.57,37.5,16,120,,
77,316,5.41,31.5,23,98,8.36,5.07
73,195,4.71,34,,120,6.93,4.03
73,289,5.01,30.5,30,109,,4.75
73,231,4.9,32,18,109,7.15,4.41
72,198,4.61,36.5,7,125,6.97,4.36
75,301,5.1,34.5,21,111,7.63,4.47
76,253,4.9,33,16,117,7.11,4.3
72,212,4.38,38,18,124,6.91,4.16
75,306,5.01,32.5,44,113,,
71,201,4.37,,,,,
77,293,5.3,28,16,106,7.9,4.55
79,310,5.29,,,,,
75,255,4.79,,,,,
69,201,4.57,31.5,18,124,7.05,4.2
74,256,4.65,,,,,
72,211,4.6,33,,116,6.89,4.21
75,303,4.83,31.5,27,106,7.31,4.5
78,309,5.28,26,24,102,7.8,4.63
74,224,4.89,,,,,
76,304,4.95,34,35,105,7.43,4.35
76,299,5.05,32.5,21,110,7.43,4.58
77,224,4.5,37,16,123,6.94,4.43
79,328,5.47,26.5,28,97,7.93,4.66
74,208,4.47,38,18,132,,
74,205,4.88,30.5,,104,7.34,4.25
75,226,4.77,,23,,7.1,4.26
70,214,4.64,33,21,116,7.13,4.4
75,253,4.65,34.5,23,114,6.87,4.1
75,254,4.38,42,33,128,7,4.17
77,263,4.87,31.5,27,108,7.53,4.37
75,256,4.74,35,24,109,7.03,4.2
77,305,5.42,26,24,98,8.03,4.67
72,198,4.7,31,17,117,6.91,4.09
75,224,4.65,33,13,110,7.02,4.33
72,247,4.74,,,,,
73,246,4.59,35.5,23,110,7.25,4.39
72,209,4.65,37,15,121,6.66,4.17
77,290,5.25,30.5,17,108,8.12,
71,257,4.75,,30,,,
75,306,5.01,34,31,110,7.62,4.35
77,273,4.81,39,30,114,7.71,4.57
73,235,4.76,32.5,24,115,7.22,4.16
75,292,5.13,30,28,101,7.59,4.68
72,260,5.12,27.5,,94,7.97,4.76
76,316,5.25,27,20,95,7.97,4.8
76,259,4.72,33.5,19,112,6.94,4.34
75,259,4.95,29.5,19,108,7.27,4.46
78,312,5.08,,,,,
73,234,4.78,37,23,116,7.31,4.28
69,218,4.5,35,29,119,7.19,
70,228,4.6,,,,,
74,263,4.7,38.5,28,123,7.05,4.08
76,300,4.88,33,31,111,7.6,4.45
70,183,4.6,35.5,12,115,6.95,4.2
73,217,4.59,34,,107,7.12,4.16
69,192,4.53,34,,118,,
73,295,5.14,31,33,108,7.62,4.86
74,242,4.76,33.5,16,117,7,4.22
72,199,4.51,35.5,17,125,6.84,4.1
72,239,4.82,33,,110,7.62,4.69
74,208,4.45,36,,124,,4.07
69,202,4.67,35,,114,7.03,4.38
75,275,4.87,,,,,
68,208,4.4,33,18,113,7.38,
75,205,4.48,34.5,,122,,
73,253,4.8,32,24,115,7.37,4.26
72,198,4.5,,19,,,
72,209,4.7,40.5,15,119,7.02,4.12
75,301,5.27,,25,,,
74,235,4.73,36,20,117,7,4.38
69,201,4.47,34.5,19,124,6.77,4.07
73,208,4.59,32,,116,6.97,4.14
78,284,4.82,35.5,28,113,7.67,4.49
75,242,4.69,39,,116,6.81,4.07
73,248,4.59,40,24,115,6.82,3.96
70,183,4.51,37,16,116,,4.18
69,204,4.62,32.5,,112,7.01,4.4
74,270,4.75,,30,,,
76,248,4.73,29,16,111,7.44,4.44
71,207,4.85,36.5,15,116,7.34,4.23
71,190,4.41,38,16,124,,
70,185,4.34,41,,129,6.63,4.01
72,190,4.54,34,,116,6.97,4.1
72,236,4.76,31,,108,7.09,4.3
71,188,4.35,,,,,
72,192,4.62,41.5,21,127,,4.42
75,239,4.42,39,21,124,6.96,4.28
75,245,4.93,32,19,112,7.47,4.3
73,194,4.55,,11,,,
72,204,4.34,40.5,21,125,,
73,227,4.62,30.5,18,106,7.07,4.22
72,206,4.44,36,8,123,,4.11
73,209,,,,,,
74,244,4.65,41,22,,7.12,4.1
72,234,4.66,,20,,,
74,226,4.69,31.5,22,107,7.4,4.38
72,304,5.15,31,26,104,7.72,4.6
72,230,4.73,37,19,116,7.05,4.36
73,213,4.32,38.5,,122,6.73,3.97
76,232,4.84,32.5,,108,7.47,4.29
76,355,5.48,24.5,27,95,8.56,5.08
76,277,5.03,34.5,25,110,7.11,4.23
68,185,4.32,37.5,17,117,,
71,178,4.39,40,,120,,4
71,197,4.42,36.5,,117,6.68,4.16
69,181,4.44,37.5,,118,6.88,4.12
77,228,4.44,37,11,118,7.17,4.34
75,317,5.41,,,104,,
67,207,4.39,36,18,116,7.08,4.38
71,193,4.31,37,15,123,6.92,4.23
75,311,5.09,32,24,111,,4.97
78,319,5.16,35,,110,7.31,4.53
71,224,4.68,36,15,113,7.01,4.12
76,237,4.78,30.5,12,109,7.03,4.36
75,240,4.63,37,21,111,6.95,4.17
77,245,4.83,32.5,21,109,6.99,4.09
71,233,4.76,29.5,,106,7.18,4.31
78,266,4.7,32,17,120,7.27,4.13
78,255,4.63,36,27,112,7.39,4.21
74,265,4.72,37,45,114,7.21,4.45
76,301,5.1,30,24,109,7.59,4.6
74,257,4.62,34,34,113,7.25,4.3
73,220,4.64,37.5,18,124,,4.27
77,241,4.43,39.5,23,124,6.9,4.18
72,197,4.48,40.5,16,120,,
74,201,4.59,35.5,,114,6.8,4.09
77,223,4.9,,,,,
78,261,4.8,37,23,118,7.24,4.82
73,309,4.97,33.5,24,111,7.4,4.4
77,209,4.74,,,,,
71,200,4.54,36,15,120,7.16,4.2
74,216,4.71,35,,111,6.93,4.07
71,214,4.48,35,18,111,6.99,4.36
76,334,5.35,28,26,97,8.04,4.76
72,311,5.37,,,,,
72,212,4.87,,,,,
72,200,4.59,34,10,111,7.05,4.1
76,300,5.05,27.5,24,104,7.47,4.36
71,202,4.48,39,17,123,7.23,4.07
72,217,4.48,,,,,
71,189,4.42,37,12,129,6.65,4.16
76,229,4.52,37,,120,,
77,303,5.23,31,25,101,,
74,220,4.71,36,,111,7.13,4.17
70,202,4.5,40,17,127,6.72,3.95
75,259,4.85,,32,,,
71,210,4.51,33,20,117,6.93,4.22
74,306,5,24.5,28,93,7.87,4.76
73,198,4.48,41.5,14,129,,
71,197,4.53,40.5,,122,7.35,4.38
73,302,5.15,30.5,25,110,7.79,4.48
74,262,4.7,39,19,114,7.87,4.5
73,242,4.73,38,,118,7.09,4.07
74,237,4.62,41.5,18,119,,
74,198,4.4,32,,121,6.96,4.25
80,336,5.07,31,,98,8.19,5
70,196,4.42,41.5,18,129,,
78,312,5.07,29.5,28,110,7.72,4.62
77,324,5.4,24,29,99,7.94,4.73
71,210,4.85,33,11,112,,
73,210,4.67,32.5,,112,6.83,4.12
73,241,4.64,35.5,23,111,6.81,4.05
75,259,4.76,33.5,27,116,6.99,4.25
71,190,4.52,38.5,10,131,6.87,4.1
76,235,4.48,31.5,,111,,
75,312,5.12,29.5,35,104,7.4,4.43
70,210,4.64,32,18,116,7.1,4.32
68,185,4.38,,,,,
74,247,5.03,,21,,,
76,213,4.55,33.5,,112,6.91,4.08
72,232,4.51,39,41,124,6.97,4.11
75,250,4.8,28.5,22,108,,
69,185,4.64,38.5,17,119,,
76,226,4.57,32.5,,114,6.94,4.26
76,338,5.13,31.5,37,110,7.95,4.65
